,compound,date,handle,negative,neutral,positive,text,tweets_ago
135,0.4926,Mon Jun 11 02:03:31 +0000 2018,@CBS,0.0,0.738,0.262,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,35
136,0.5093,Mon Jun 11 01:58:48 +0000 2018,@CBS,0.0,0.477,0.523,@writerlindsayb You're welcome! #TonyAwards,36
137,0.7579,Mon Jun 11 01:53:17 +0000 2018,@CBS,0.0,0.435,0.565,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,37
138,0.6467,Mon Jun 11 01:51:16 +0000 2018,@CBS,0.0,0.752,0.248,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",38
139,0.0,Mon Jun 11 01:38:23 +0000 2018,@CBS,0.0,1.0,0.0,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,39
140,0.636,Mon Jun 11 01:37:36 +0000 2018,@CBS,0.0,0.724,0.276,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,40
141,0.8834,Mon Jun 11 01:30:56 +0000 2018,@CBS,0.0,0.437,0.563,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,41
142,0.0,Mon Jun 11 01:29:21 +0000 2018,@CBS,0.0,1.0,0.0,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,42
143,0.7351,Mon Jun 11 01:26:03 +0000 2018,@CBS,0.079,0.625,0.296,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,43
144,0.0,Mon Jun 11 01:25:59 +0000 2018,@CBS,0.0,1.0,0.0,RT @KatLargent: MAGIC #TonyAwards,44
145,0.0,Mon Jun 11 01:24:46 +0000 2018,@CBS,0.0,1.0,0.0,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,45
146,0.4019,Mon Jun 11 01:24:12 +0000 2018,@CBS,0.0,0.838,0.162,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,46
147,0.9151,Mon Jun 11 01:19:59 +0000 2018,@CBS,0.0,0.543,0.457,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,47
148,0.6369,Mon Jun 11 01:12:31 +0000 2018,@CBS,0.0,0.625,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,48
149,0.1511,Mon Jun 11 01:08:28 +0000 2018,@CBS,0.0,0.898,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,49
150,0.1531,Mon Jun 11 01:08:24 +0000 2018,@CBS,0.0,0.852,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,50
151,0.8834,Mon Jun 11 01:02:47 +0000 2018,@CBS,0.0,0.437,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,51
152,0.0,Mon Jun 11 00:58:06 +0000 2018,@CBS,0.0,1.0,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,52
153,0.2714,Mon Jun 11 00:52:34 +0000 2018,@CBS,0.0,0.793,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,53
154,0.0,Mon Jun 11 00:51:11 +0000 2018,@CBS,0.0,1.0,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,54
155,0.8478,Mon Jun 11 00:50:18 +0000 2018,@CBS,0.0,0.494,0.506,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,55
156,0.8858,Mon Jun 11 00:45:14 +0000 2018,@CBS,0.0,0.435,0.565,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,56
157,0.0,Mon Jun 11 00:44:36 +0000 2018,@CBS,0.0,1.0,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,57
158,0.25,Mon Jun 11 00:35:41 +0000 2018,@CBS,0.0,0.92,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",58
159,0.4588,Mon Jun 11 00:34:45 +0000 2018,@CBS,0.0,0.833,0.167,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,59
160,0.0,Mon Jun 11 00:31:28 +0000 2018,@CBS,0.0,1.0,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",60
161,0.3612,Mon Jun 11 00:27:42 +0000 2018,@CBS,0.0,0.737,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,61
162,0.8908,Mon Jun 11 00:27:00 +0000 2018,@CBS,0.0,0.43,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,62
163,0.0,Mon Jun 11 00:24:31 +0000 2018,@CBS,0.0,1.0,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,63
164,0.0,Mon Jun 11 00:22:15 +0000 2018,@CBS,0.0,1.0,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,64
165,0.6369,Mon Jun 11 00:22:15 +0000 2018,@CBS,0.0,0.588,0.412,RT @misschae: I love theatre so much. #TonyAwards,65
166,0.0,Mon Jun 11 00:18:16 +0000 2018,@CBS,0.0,1.0,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,66
167,0.6369,Mon Jun 11 00:13:27 +0000 2018,@CBS,0.0,0.756,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",67
168,0.8834,Mon Jun 11 00:12:31 +0000 2018,@CBS,0.0,0.437,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,68
169,0.6696,Mon Jun 11 00:06:39 +0000 2018,@CBS,0.0,0.64,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",69
170,0.0,Mon Jun 11 00:04:15 +0000 2018,@CBS,0.0,1.0,0.0,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,70
171,0.0,Sun Jun 10 23:59:00 +0000 2018,@CBS,0.0,1.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,71
172,0.0,Sun Jun 10 23:18:15 +0000 2018,@CBS,0.0,1.0,0.0,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,72
173,0.0,Sun Jun 10 22:01:25 +0000 2018,@CBS,0.0,1.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",73
174,0.4184,Sun Jun 10 15:00:01 +0000 2018,@CBS,0.0,0.843,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,74
175,0.5093,Sat Jun 09 21:00:02 +0000 2018,@CBS,0.0,0.845,0.155,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,75
176,0.0,Sat Jun 09 16:00:00 +0000 2018,@CBS,0.0,1.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,76
177,0.296,Fri Jun 08 19:46:17 +0000 2018,@CBS,0.0,0.82,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,77
178,0.0,Fri Jun 08 15:00:03 +0000 2018,@CBS,0.0,1.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,78
179,0.9078,Fri Jun 08 13:58:15 +0000 2018,@CBS,0.0,0.564,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",79
180,0.3612,Thu Jun 07 17:03:26 +0000 2018,@CBS,0.0,0.872,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",80
181,0.2732,Wed Jun 06 21:00:24 +0000 2018,@CBS,0.105,0.719,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,81
182,0.3595,Wed Jun 06 00:08:30 +0000 2018,@CBS,0.0,0.872,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",82
183,-0.4404,Tue Jun 05 22:23:35 +0000 2018,@CBS,0.177,0.723,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",83
184,0.4574,Tue Jun 05 22:12:28 +0000 2018,@CBS,0.0,0.824,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,84
185,0.5093,Tue Jun 05 19:00:02 +0000 2018,@CBS,0.0,0.845,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,85
186,0.0,Tue Jun 05 15:04:41 +0000 2018,@CBS,0.0,1.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",86
187,0.0,Mon Jun 04 17:00:00 +0000 2018,@CBS,0.0,1.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",87
188,-0.3903,Fri Jun 01 17:39:17 +0000 2018,@CBS,0.131,0.807,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",88
189,0.8442,Fri Jun 01 17:00:03 +0000 2018,@CBS,0.0,0.664,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,89
190,0.8932,Thu May 31 23:50:00 +0000 2018,@CBS,0.0,0.545,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",90
191,0.4926,Wed May 30 15:07:34 +0000 2018,@CBS,0.0,0.849,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",91
192,0.0,Mon May 28 21:00:01 +0000 2018,@CBS,0.0,1.0,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",92
193,0.0,Mon May 28 02:08:19 +0000 2018,@CBS,0.0,1.0,0.0,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,93
194,0.6239,Wed May 23 23:07:38 +0000 2018,@CBS,0.0,0.789,0.211,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,94
195,0.5859,Wed May 23 19:02:43 +0000 2018,@CBS,0.0,0.826,0.174,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",95
196,0.1139,Tue May 22 23:19:40 +0000 2018,@CBS,0.0,0.917,0.083,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,96
197,0.0,Tue May 22 20:02:22 +0000 2018,@CBS,0.0,1.0,0.0,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",97
198,0.0,Mon May 21 23:00:01 +0000 2018,@CBS,0.0,1.0,0.0,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,98
199,0.3382,Sun May 20 20:00:00 +0000 2018,@CBS,0.061,0.808,0.131,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,99
200,0.0,Mon Jul 02 07:58:03 +0000 2018,@CNN,0.0,1.0,0.0,"An artificial ovary may soon be possible, according to researchers who have engineered an ovarian ""scaffold"" on whi… https://t.co/7bGS7AL7wj",0
201,0.0,Mon Jul 02 07:46:04 +0000 2018,@CNN,0.0,1.0,0.0,"North Korea appears to be finalizing the expansion of a key ballistic missile manufacturing site, analysts say https://t.co/q91jmnUDXV",1
202,0.1531,Mon Jul 02 07:45:00 +0000 2018,@CNN,0.0,0.918,0.082,Hear emotional phone calls from parents separated from their kids as a result of the Trump administration's zero to… https://t.co/DqFQmZhnwq,2
203,0.0,Mon Jul 02 07:33:06 +0000 2018,@CNN,0.0,1.0,0.0,Mohamed Salah signs new long-term deal and pledges future to Liverpool football club https://t.co/zKilfrjFjg https://t.co/K9TlXTMdgG,3
204,0.4767,Mon Jul 02 07:18:58 +0000 2018,@CNN,0.0,0.76,0.24,LeBron James will join the Los Angeles Lakers in a four-year-deal worth $154 million https://t.co/N5lwBWfmeT https://t.co/o2FcFDaLKG,4
205,-0.2263,Mon Jul 02 07:15:04 +0000 2018,@CNN,0.095,0.905,0.0,"At the Families Belong Together rally in Los Angeles, singer John Legend urged protesters to resist the ""temptation… https://t.co/2l2hCPXz0H",5
206,-0.743,Mon Jul 02 07:04:05 +0000 2018,@CNN,0.364,0.636,0.0,A controversial Philippines mayor was shot and killed by a sniper on Monday morning https://t.co/YcZRYRJFNp,6
207,0.7269,Mon Jul 02 06:45:06 +0000 2018,@CNN,0.0,0.697,0.303,Sen. Tim Scott says he plans to recommend Rep. Trey Gowdy for Supreme Court https://t.co/Hc3LXplDDg https://t.co/cZAJNsLtaw,7
208,-0.4767,Mon Jul 02 06:28:05 +0000 2018,@CNN,0.134,0.866,0.0,"""Cheryl and I are sad to announce that we are going our separate ways."" Former One Direction member Liam Payne and… https://t.co/5JBNe9Gemj",8
209,0.0,Mon Jul 02 06:15:00 +0000 2018,@CNN,0.0,1.0,0.0,"Spider-Man, Captain America, and other superheroes dropped by a children's hospital in Iowa to give the kids a thri… https://t.co/s8YUc5LKZ8",9
210,0.0,Mon Jul 02 06:14:47 +0000 2018,@CNN,0.0,1.0,0.0,"A ""revolution"" for Mexico? President-elect Andres Manuel Lopez Obrador has been running to be Mexican president for… https://t.co/Mxv3Puztdp",10
211,0.5719,Mon Jul 02 05:59:59 +0000 2018,@CNN,0.0,0.829,0.171,"Andres Manuel Lopez Obrador wins landslide victory in Mexico's presidential election --
he is estimated to have rec… https://t.co/4x9g40GcY1",11
212,0.7096,Mon Jul 02 05:45:09 +0000 2018,@CNN,0.0,0.772,0.228,"These 600 Hawaiian cats have a better life than you.

Welcome to the Lana'i Cat Sanctuary -- Where felines of all s… https://t.co/ipeg72sXwd",12
213,0.0,Mon Jul 02 05:15:00 +0000 2018,@CNN,0.0,1.0,0.0,The FDR Library and Museum released rare video of Franklin D. Roosevelt walking https://t.co/xUMKmgw8po https://t.co/OnMSt5KLG7,13
214,-0.2023,Mon Jul 02 04:45:00 +0000 2018,@CNN,0.145,0.753,0.102,"In a retail industry beset by problems, H&amp;M has a stockpile of unsold clothes worth $4 billion… https://t.co/Zg35CP2R8d",14
215,0.0772,Mon Jul 02 04:15:00 +0000 2018,@CNN,0.129,0.73,0.142,"Arnold Schwarzenegger mocks Trump's attempts to ""rescue the coal industry,"" asking in a video message what the US P… https://t.co/nJVHV0GwQX",15
216,0.6249,Mon Jul 02 03:45:06 +0000 2018,@CNN,0.0,0.823,0.177,"Former President Barack Obama tells Democrats: ""This is a moment of great urgency and you are right to be concerned… https://t.co/WvIDQqLPKF",16
217,0.0,Mon Jul 02 03:15:01 +0000 2018,@CNN,0.0,1.0,0.0,Canada hits $13 billion of US goods with new tariffs https://t.co/MqJDIrR0V1 https://t.co/uTNQKf1UV1,17
218,0.0,Mon Jul 02 02:45:06 +0000 2018,@CNN,0.0,1.0,0.0,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/1tMlTjVBI4 https://t.co/osBzfEdBcY,18
219,-0.3182,Mon Jul 02 02:15:00 +0000 2018,@CNN,0.095,0.905,0.0,"In 2012, Luke Mickelson was shocked to learn that children in his community slept on the floor. So he quit his high… https://t.co/5LPQdK7eNn",19
220,0.0,Mon Jul 02 02:00:01 +0000 2018,@CNN,0.0,1.0,0.0,Here's everything you need to know about what's happening this week https://t.co/SVCWQHReai https://t.co/W9OWBHdFRR,20
221,0.0,Mon Jul 02 01:45:03 +0000 2018,@CNN,0.0,1.0,0.0,"The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are,… https://t.co/1sOfMfrtFK",21
222,-0.2263,Mon Jul 02 01:30:00 +0000 2018,@CNN,0.119,0.881,0.0,Forget the World Cup. The largest soccer crowd this weekend was in Atlanta. https://t.co/aOWd7KT8By https://t.co/Cc7Q2RBspc,22
223,0.6908,Mon Jul 02 01:15:10 +0000 2018,@CNN,0.0,0.711,0.289,These are the stunning winners of the 2018 National Geographic Travel Photographer of the Year… https://t.co/4YRjW9JouI,23
224,-0.6486,Mon Jul 02 01:00:15 +0000 2018,@CNN,0.371,0.629,0.0,Arson suspect arrested as blaze in southern Colorado grows https://t.co/0JtzxG09Zb https://t.co/DOm6avBpkp,24
225,0.2023,Mon Jul 02 01:00:00 +0000 2018,@CNN,0.179,0.595,0.226,Croatia through to quarterfinals after penalty shootout win over Denmark https://t.co/oyXC8IKkvH https://t.co/2p9zNtxTwI,25
226,0.0,Mon Jul 02 00:45:04 +0000 2018,@CNN,0.0,1.0,0.0,"Canada won't be pushed around by the US, writes Samantha Vinograd for @CNNOpinion https://t.co/MQuRNVb1px https://t.co/GDd5RGzSID",26
227,0.835,Mon Jul 02 00:37:12 +0000 2018,@CNN,0.056,0.632,0.312,Is #Hawaii really the paradise most people think it is? @WKamauBell exposes a side to our beautiful 50th state that… https://t.co/uBBXk3fxwh,27
228,0.0,Mon Jul 02 00:30:08 +0000 2018,@CNN,0.0,1.0,0.0,Shooting won't deter Capital Gazette journalists https://t.co/TFTLGlA5Av https://t.co/jovYbARv2i,28
229,0.0,Mon Jul 02 00:15:05 +0000 2018,@CNN,0.0,1.0,0.0,"""Abolish ICE"" isn't about open borders, writes Dean Obeidallah for @CNNOpinion https://t.co/Wy1UpjGLeX https://t.co/7uXE4JXq8t",29
230,0.0,Sun Jul 01 23:45:00 +0000 2018,@CNN,0.0,1.0,0.0,"Republican Sen. Tim Scott says conversations he and President Trump have had about race are ""painful"" and ""uncomfor… https://t.co/pdN3f9fXwW",30
231,0.7269,Sun Jul 01 23:30:00 +0000 2018,@CNN,0.0,0.697,0.303,Sen. Tim Scott says he plans to recommend Rep. Trey Gowdy for Supreme Court https://t.co/eUCsVQqXq7 https://t.co/9ZZ0jMp7jy,31
232,0.0,Sun Jul 01 23:22:19 +0000 2018,@CNN,0.0,1.0,0.0,Is this the most ingenious way to farm fish? See what native Hawaiians can teach the world about sustainability on… https://t.co/60jhFVaO4l,32
233,0.1779,Sun Jul 01 23:00:01 +0000 2018,@CNN,0.0,0.914,0.086,"White House national security adviser John Bolton says there's a 1-year plan for North Korea to denuclearize, but s… https://t.co/s5uK1gyBwC",33
234,0.0,Sun Jul 01 22:45:00 +0000 2018,@CNN,0.0,1.0,0.0,"Here's a look at this week's Sunday morning shows, where White House officials and members of Congress addressed so… https://t.co/natvEkb8UX",34
235,-0.7906,Sun Jul 01 22:37:00 +0000 2018,@CNN,0.269,0.731,0.0,"At least one American tourist is dead and several others are injured after a tour boat exploded in the Bahamas, acc… https://t.co/N3MtFzLHqu",35
236,0.0,Sun Jul 01 22:30:00 +0000 2018,@CNN,0.0,1.0,0.0,"Trump-Putin summit makes US a ""less reliable"" partner to its Western allies, former UK official says… https://t.co/WLQg8PvghR",36
237,0.5994,Sun Jul 01 22:15:00 +0000 2018,@CNN,0.0,0.782,0.218,Two-time champion Andy Murray has withdrawn from Wimbledon one day before the competition begins… https://t.co/hhCFfzZZkV,37
238,-0.2235,Sun Jul 01 22:00:00 +0000 2018,@CNN,0.106,0.894,0.0,Sen. Tammy Duckworth doesn't join Democratic colleagues in calls to abolish US Immigration and Customs Enforcement… https://t.co/EjAwcQGvh8,38
239,-0.3956,Sun Jul 01 21:45:00 +0000 2018,@CNN,0.273,0.6,0.127,"Ancient Pompeii victim not crushed by stone block, after all, archaeologists say https://t.co/bhZH0YHSi4 https://t.co/ouNKBIpC8F",39
240,0.4939,Sun Jul 01 21:40:00 +0000 2018,@CNN,0.0,0.802,0.198,US and North Korean officials meet to discuss implementing agreement between countries https://t.co/pzgxlyNRjk https://t.co/r4FCHG6eST,40
241,-0.9186,Sun Jul 01 21:30:00 +0000 2018,@CNN,0.542,0.458,0.0,Man charged with murder of missing teen found dead in barrel in Australia https://t.co/1Rd2UyNov5 https://t.co/xqUGDZ9Xtx,41
242,-0.5574,Sun Jul 01 21:15:00 +0000 2018,@CNN,0.365,0.635,0.0,"1 injured in Iran water protests, interior minister says https://t.co/v7iTz0Ctei https://t.co/gJTIHc9opk",42
243,0.4939,Sun Jul 01 21:00:02 +0000 2018,@CNN,0.0,0.833,0.167,"A migrant who earned the nickname ""Spider-Man"" after scaling a building to save a child dangling from a balcony has… https://t.co/pa65pAKaCO",43
244,0.4767,Sun Jul 01 20:45:06 +0000 2018,@CNN,0.0,0.795,0.205,"US trying to make friends, counter China with massive naval exercise https://t.co/N6jRBw5FkT https://t.co/hj5BC5dvbK",44
245,-0.4767,Sun Jul 01 20:30:03 +0000 2018,@CNN,0.205,0.795,0.0,Neighbor calls police on a 12-year-old boy for mowing the wrong lawn https://t.co/K1OyMlraZZ https://t.co/B2rWmQAWh0,45
246,0.0,Sun Jul 01 20:15:04 +0000 2018,@CNN,0.0,1.0,0.0,Here's everything you need to know about Canada Day https://t.co/28ze5UloBv https://t.co/mf5a42UFPM,46
247,0.2023,Sun Jul 01 20:00:16 +0000 2018,@CNN,0.0,0.87,0.13,Here are the top moments from the Families Belong Together marches https://t.co/D4Zb3kIVgd https://t.co/lJaODERrxi,47
248,0.0,Sun Jul 01 19:45:05 +0000 2018,@CNN,0.0,1.0,0.0,"Mexican voters to pick president and more than 18,000 other officials https://t.co/K9zSJENygW https://t.co/BhxpWUjpkm",48
249,-0.4215,Sun Jul 01 19:30:09 +0000 2018,@CNN,0.223,0.676,0.101,French convict escapes prison again — this time with a hijacked helicopter https://t.co/cuMuYqJW46 https://t.co/UUYdAjhZth,49
250,-0.4404,Sun Jul 01 19:15:09 +0000 2018,@CNN,0.225,0.775,0.0,9 stabbed at Idaho apartment complex where refugee families live https://t.co/qqeF2nIIUJ https://t.co/k6NUGXBAE4,50
251,0.0,Sun Jul 01 19:00:06 +0000 2018,@CNN,0.0,1.0,0.0,Longtime Iowa sports radio host dies in Des Moines flash floods https://t.co/UdxzcKCxB9 https://t.co/6I2va2rVwJ,51
252,-0.3612,Sun Jul 01 18:45:05 +0000 2018,@CNN,0.116,0.884,0.0,"US companies are sitting on $6.3 trillion of debt, according to S&amp;P Global Ratings. That sum, which excludes banks,… https://t.co/PiR3HVvBHP",52
253,0.5574,Sun Jul 01 18:30:04 +0000 2018,@CNN,0.0,0.66,0.34,5 takeaways from a momentous Supreme Court term https://t.co/hSSXqgr97J https://t.co/1m2orDHK5N,53
254,0.3089,Sun Jul 01 18:15:05 +0000 2018,@CNN,0.0,0.861,0.139,Thousands of Puerto Ricans displaced by hurricane won't lose FEMA housing just yet https://t.co/5EpE3Fltae https://t.co/8Hc1diiqaY,54
255,-0.296,Sun Jul 01 18:00:06 +0000 2018,@CNN,0.091,0.909,0.0,"China and Australia have joined the search for 12 boys missing in a Thai cave, as divers close in on the spot where… https://t.co/DgGrGaUPEC",55
256,0.5719,Sun Jul 01 17:45:08 +0000 2018,@CNN,0.0,0.73,0.27,Republican wins race to replace former congressman Blake Farenthold https://t.co/2Tq6aRfXHa https://t.co/QcFShaADH3,56
257,0.0,Sun Jul 01 17:30:12 +0000 2018,@CNN,0.0,1.0,0.0,They felt ostracized as LGBTQ skateboarders. So they did something about it. https://t.co/CrO1k4mvqw https://t.co/KpY1r2RHPu,57
258,-0.7771,Sun Jul 01 17:15:07 +0000 2018,@CNN,0.342,0.658,0.0,Republican Sen. Susan Collins says she won't support a Supreme Court nominee who is hostile to abortion rights… https://t.co/2Rnx4bLaoG,58
259,-0.4588,Sun Jul 01 17:00:22 +0000 2018,@CNN,0.273,0.727,0.0,Russia knocks out Spain in penalty shootout https://t.co/0BOtkCiXAK https://t.co/n2GA4liQJm,59
260,0.0,Sun Jul 01 16:45:09 +0000 2018,@CNN,0.0,1.0,0.0,Newly minted Democratic congressional nominee Alexandria Ocasio-Cortez says she believes there are districts across… https://t.co/KqtJD7wZ0U,60
261,0.6486,Sun Jul 01 16:30:05 +0000 2018,@CNN,0.0,0.773,0.227,Max Verstappen secures a memorable victory for Red Bull in their home grand prix in Austria as Lewis Hamilton lost… https://t.co/vh2hipKWBu,61
262,0.0,Sun Jul 01 16:15:04 +0000 2018,@CNN,0.0,1.0,0.0,Canada hits $13 billion of US goods with new tariffs https://t.co/nDoz59ieda https://t.co/cV2olnEvSh,62
263,-0.7003,Sun Jul 01 16:00:14 +0000 2018,@CNN,0.293,0.707,0.0,"In this isolated Cuban town on Guantanamo Bay, they still call Americans ""the enemy"" https://t.co/C6z0weYOv3 https://t.co/cNBaHuz7O0",63
264,-0.34,Sun Jul 01 15:47:04 +0000 2018,@CNN,0.167,0.833,0.0,"""Abolish ICE"" is a massive political mistake, writes Julian Zelizer for @CNNOpinion https://t.co/xHs9JWMpHT https://t.co/74LdlT4A2M",64
265,0.5574,Sun Jul 01 15:37:03 +0000 2018,@CNN,0.0,0.806,0.194,"President Trump should pick a woman for the Supreme Court, writes Mark D. Weinberg for @CNNOpinion… https://t.co/sX3hyb9ZoD",65
266,-0.4939,Sun Jul 01 15:34:47 +0000 2018,@CNN,0.151,0.849,0.0,"RT @ReliableSources: .@brianstelter: ""Did any of you fear this would happen?""

Capital Gazette reporter @PhilDavis_CG: ""Not to this extent,…",66
267,0.2023,Sun Jul 01 15:27:14 +0000 2018,@CNN,0.0,0.886,0.114,A top Environmental Protection Agency ethics official pushed for investigations of agency chief Scott Pruitt… https://t.co/UmJ3CPkvJ0,67
268,-0.296,Sun Jul 01 15:00:26 +0000 2018,@CNN,0.196,0.804,0.0,Newspaper shooting suspect nursed years-long vendetta against employees https://t.co/xyVeSQOrD8 https://t.co/1acqIeLVz3,68
